grade confidence_level
Correct 30.40625
Correct 30.90625
Wrong 25.640625
Abstained 18.671875
Correct 22.1875
Correct 26.890625
Wrong 26.21875
Abstained 22.859375
Wrong 26.890625
Correct 29.078125
Wrong 29.421875
Correct 25.828125
Correct 29.03125
Correct 29.203125
Wrong 23.859375
Correct 26.828125
Correct 24.4375
Wrong 26.09375
Abstained 23.359375
Correct 27.671875
Correct 22.15625
Correct 29.5
Correct 25.8125
Wrong 28.453125
Correct 24.921875
Correct 29.890625
Correct 25.515625
Correct 24.65625
Abstained 20.921875
Correct 28.484375
Abstained 25.4375
Correct 27.375
Correct 28.890625
Correct 29.703125
Wrong 23.6875
Correct 29.515625
Correct 25.03125
Correct 27.171875
Correct 28.78125
Abstained 23.9375
Correct 29.5625
Correct 23.265625
Correct 20.71875
Wrong 25.796875
Correct 29.96875
Correct 23.25
Correct 28.34375
Abstained 26.6875
Correct 25.1875
