grade confidence_level
Wrong 3.982421875
Correct 4.0546875
Correct 4.76953125
Wrong 3.98046875
Unparseable 0
Correct 3.57421875
Correct 3.69921875
Correct 3.525390625
Correct 3.294921875
Correct 3.763671875
Correct 4.69140625
Wrong 4.015625
Wrong 3.255859375
Wrong 3.8671875
Correct 2.494140625
Wrong 3.927734375
Wrong 4.20703125
Correct 4.7890625
Wrong 3.962890625
Correct 3.8359375
Correct 5.44140625
Correct 2.607421875
Wrong 4.0078125
Wrong 4.11328125
Wrong 4.7578125
Wrong 5.70703125
Correct 3.958984375
Correct 3.73046875
Correct 3.59765625
Correct 4.62890625
Correct 5.09765625
Correct 5.1015625
Wrong 3.798828125
Wrong 3.96484375
Correct 4.31640625
Wrong 4.82421875
Wrong 4.34765625
Wrong 4.8828125
Correct 3.71484375
Correct 2.728515625
Correct 3.716796875
Correct 3.642578125
Wrong 5.12890625
Correct 4.16796875
Wrong 4.4453125
Correct 5.28125
Correct 4.68359375
Correct 3.16796875
Wrong 5.42578125
Correct 4.12890625
Wrong 4.6953125
Correct 3.853515625
Unparseable 0
Wrong 4.55859375
Correct 2.603515625
Wrong 2.92578125
Correct 4.58203125
Correct 4.09375
Correct 2.740234375
Correct 1.3349609375
Correct 3.98046875
Correct 4.76171875
Wrong 3.46875
Correct 3.15234375
Wrong 4.3828125
Wrong 5.0234375
Correct 3.931640625
Correct 4.68359375
Correct 4.78125
Correct 4.3203125
Correct 4.3359375
Correct 2.556640625
Wrong 4.83984375
Correct 5.515625
Correct 5.296875
Correct 2.48828125
Wrong 2.34765625
Correct 4.0078125
Wrong 3.18359375
Wrong 4.27734375
Correct 4.0
Wrong 4.421875
Correct 4.328125
Correct 3.537109375
Wrong 3.85546875
Wrong 4.98046875
Unparseable 0
Correct 2.828125
Wrong 3.943359375
Correct 3.56640625
Correct 3.482421875
Correct 3.091796875
Wrong 3.806640625
Correct 2.697265625
Correct 4.1328125
Correct 2.703125
Correct 3.564453125
Wrong 5.2734375
Wrong 5.375
Correct 3.85546875
Correct 5.2734375
Correct 4.7578125
Correct 4.88671875
Correct 4.00390625
Wrong 3.560546875
Correct 5.79296875
Wrong 5.13671875
Correct 2.384765625
Wrong 5.01171875
Correct 3.001953125
Wrong 4.73828125
Correct 4.05078125
Wrong 3.90234375
Wrong 3.453125
Correct 5.21484375
Correct 3.912109375
Wrong 4.58984375
Wrong 4.12109375
Wrong 6.16796875
Correct 3.681640625
Wrong 4.63671875
Correct 2.59765625
Wrong 4.6171875
Correct 4.4375
Correct 3.759765625
Correct 5.66015625
Wrong 4.08984375
Wrong 3.912109375
Wrong 4.3828125
Wrong 4.5625
Wrong 4.19921875
Wrong 4.83984375
Correct 3.966796875
Wrong 4.6171875
Wrong 5.7421875
Correct 4.91015625
Wrong 2.978515625
Correct 4.078125
Wrong 4.3125
Wrong 4.984375
Correct 4.71875
Correct 4.6328125
Correct 4.88671875
Correct 3.6484375
Wrong 4.20703125
Correct 3.400390625
Correct 4.609375
Correct 4.34375
Correct 5.1015625
Wrong 5.82421875
Wrong 5.8984375
Wrong 2.205078125
Correct 5.1640625
Wrong 5.18359375
Correct 3.3671875
Correct 6.296875
Wrong 3.724609375
Correct 4.41015625
Correct 4.609375
Correct 5.5703125
Wrong 4.8125
Correct 4.51171875
Correct 3.865234375
Correct 4.89453125
Correct 4.36328125
Correct 3.85546875
Correct 3.79296875
Correct 3.845703125
Correct 2.880859375
Wrong 3.841796875
Correct 4.875
Wrong 3.73828125
Wrong 5.36328125
Unparseable 0
Wrong 4.40234375
Wrong 1.5986328125
Wrong 3.314453125
Correct 4.99609375
Correct 4.25390625
Correct 4.05859375
Wrong 3.681640625
Correct 3.94921875
Correct 4.12109375
Wrong 3.962890625
Correct 4.15234375
Unparseable 0
Wrong 2.85546875
Wrong 5.3046875
Wrong 2.87109375
Wrong 4.6484375
Correct 4.44140625
Wrong 4.69921875
Wrong 5.09765625
Correct 5.5
Correct 3.865234375
Wrong 4.29296875
Correct 4.1171875
Correct 3.212890625
Wrong 5.3046875
Wrong 3.96484375
Correct 3.314453125
Correct 4.203125
Correct 2.748046875
Wrong 3.912109375
Correct 4.6015625
Correct 5.44921875
Wrong 4.8984375
Unparseable 0
Correct 2.921875
Correct 5.03125
Correct 4.0703125
Wrong 4.9765625
Wrong 5.1328125
Correct 3.396484375
Wrong 5.3515625
Wrong 3.005859375
Correct 3.509765625
Wrong 5.20703125
Correct 4.5859375
Correct 4.8984375
Wrong 3.982421875
Wrong 3.849609375
Wrong 4.2890625
Wrong 5.46484375
Correct 4.94140625
Correct 4.1953125
Wrong 5.84375
Correct 3.455078125
Wrong 3.259765625
Correct 3.205078125
Correct 4.0859375
Correct 4.9296875
Correct 3.92578125
Wrong 4.24609375
Wrong 3.84765625
Correct 4.48046875
Wrong 4.15234375
Correct 5.44140625
Correct 2.693359375
Wrong 4.08984375
Wrong 3.794921875
Wrong 4.6796875
Correct 5.89453125
Correct 4.84765625
Correct 5.0078125
Unparseable 0
Correct 4.94921875
Correct 3.7421875
Correct 5.55859375
Wrong 5.66015625
Wrong 4.22265625
Correct 4.30078125
Correct 6.35546875
Correct 4.5078125
Wrong 3.345703125
Unparseable 0
Correct 4.41796875
Wrong 4.1875
Wrong 5.734375
Wrong 4.765625
Correct 3.7109375
Wrong 2.904296875
Wrong 3.509765625
Wrong 4.77734375
Correct 4.5703125
Correct 4.33984375
Correct 3.59375
Correct 5.44140625
Wrong 5.51953125
Correct 2.021484375
Wrong 3.56640625
Wrong 4.5859375
Correct 5.73046875
Correct 4.28515625
Wrong 3.0859375
Correct 3.45703125
Wrong 3.630859375
Wrong 3.546875
Correct 3.46484375
Wrong 4.54296875
Correct 5.2890625
Wrong 3.154296875
Correct 3.490234375
Wrong 5.37109375
Wrong 5.0859375
Wrong 4.41015625
Correct 3.701171875
Wrong 3.8125
Wrong 3.26953125
Wrong 5.71484375
Correct 4.31640625
Wrong 5.0078125
Wrong 4.59765625
Wrong 2.73046875
Correct 5.7265625
Wrong 2.240234375
Wrong 2.345703125
Correct 5.1015625
Wrong 4.62109375
Correct 2.9609375
Wrong 4.28515625
Wrong 5.36328125
Wrong 2.673828125
Correct 5.0703125
Wrong 3.47265625
Wrong 4.19921875
Wrong 4.359375
Wrong 2.556640625
Wrong 2.1015625
Correct 4.93359375
Correct 5.3203125
Correct 3.30078125
Wrong 3.76953125
Wrong 4.42578125
Correct 4.3046875
Correct 4.15625
Correct 4.79296875
Correct 3.5859375
Wrong 3.5078125
Wrong 4.5859375
Wrong 4.8125
Correct 3.25390625
Wrong 4.375
Correct 4.34375
Wrong 2.916015625
Wrong 3.9296875
Wrong 4.921875
Wrong 4.37890625
Correct 4.3203125
Wrong 4.9375
Correct 2.677734375
Wrong 4.2578125
Correct 3.48046875
Wrong 5.22265625
Correct 4.34765625
Wrong 4.41015625
Wrong 3.83203125
Correct 4.671875
Wrong 3.123046875
Correct 3.521484375
Wrong 4.859375
Wrong 5.4453125
Correct 4.81640625
Correct 4.87109375
Correct 5.08984375
Correct 3.7109375
Correct 3.478515625
Correct 2.466796875
Correct 4.65234375
Wrong 3.734375
Correct 4.0546875
Correct 3.666015625
Unparseable 0
Correct 4.93359375
Wrong 5.03125
Correct 4.62890625
Wrong 5.46875
Wrong 3.51953125
Correct 5.44921875
Wrong 4.69921875
Wrong 3.21484375
Correct 3.572265625
Correct 4.9765625
Correct 5.34765625
Correct 3.212890625
Correct 3.267578125
Correct 4.3125
Wrong 3.056640625
Correct 5.015625
