grade confidence_level
Abstained 3.560546875
Correct 3.576171875
Wrong 3.833984375
Wrong 4.55859375
Abstained 2.833984375
Wrong 5.99609375
Abstained 2.685546875
Correct 4.66015625
Wrong 4.4453125
Wrong 3.93359375
Correct 5.125
Wrong 5.01171875
Unparseable 0
Wrong 4.94921875
Wrong 4.19140625
Wrong 2.04296875
Unparseable 0
Correct 4.71875
Correct 5.5546875
Wrong 4.046875
Wrong 3.798828125
Wrong 4.10546875
Correct 3.845703125
Correct 4.56640625
Wrong 4.4140625
Correct 4.73828125
Correct 4.21875
Correct 3.73828125
Wrong 4.296875
Correct 3.2265625
Correct 4.35546875
Correct 5.33984375
Correct 3.13671875
Unparseable 0
Correct 4.95703125
Abstained 4.01171875
Correct 3.123046875
Abstained 4.9296875
Correct 3.576171875
Wrong 4.49609375
Correct 4.5859375
Correct 3.71484375
Correct 5.96484375
Wrong 4.28515625
Wrong 3.697265625
Wrong 4.41796875
Correct 3.67578125
Wrong 3.271484375
Unparseable 0
Wrong 2.361328125
Wrong 2.9765625
Wrong 3.87109375
Wrong 3.6171875
Wrong 4.08984375
Wrong 4.65625
Wrong 4.5546875
Correct 5.9453125
Correct 3.73828125
Correct 5.44921875
Correct 4.2265625
Wrong 4.30078125
Wrong 3.103515625
Correct 3.669921875
Abstained 3.177734375
Correct 4.2578125
Correct 4.15234375
Wrong 3.705078125
Wrong 3.49609375
Wrong 3.630859375
Correct 4.00390625
Correct 4.17578125
Unparseable 0
Correct 3.708984375
Wrong 3.578125
Correct 5.17578125
Correct 3.21484375
Wrong 3.05078125
Correct 5.015625
Correct 5.45703125
Correct 4.734375
Wrong 4.64453125
Correct 3.7578125
Wrong 4.859375
Correct 3.962890625
Correct 3.869140625
Correct 4.8203125
Correct 4.171875
Wrong 3.884765625
Wrong 4.3671875
Wrong 3.650390625
Wrong 4.8203125
Unparseable 0
Correct 4.08984375
Wrong 3.15234375
Wrong 5.03125
Wrong 4.34375
Wrong 3.9296875
Correct 5.31640625
Wrong 5.08984375
Wrong 4.5859375
Wrong 4.0625
Correct 3.45703125
Correct 3.29296875
Correct 5.01171875
Wrong 4.21484375
Wrong 4.3125
Correct 3.46484375
Correct 2.826171875
Unparseable 0
Wrong 4.28515625
Correct 4.55078125
Correct 4.4765625
Wrong 3.11328125
Wrong 4.390625
Wrong 3.240234375
Correct 4.0859375
Correct 4.6953125
Wrong 4.43359375
Correct 4.03515625
Wrong 3.876953125
Correct 3.201171875
Correct 4.42578125
Correct 5.3984375
Wrong 3.15625
Correct 3.017578125
Abstained 2.634765625
Correct 3.50390625
Wrong 4.89453125
Wrong 4.68359375
Correct 3.30078125
Wrong 4.421875
Unparseable 0
Wrong 3.626953125
Correct 3.658203125
Wrong 5.96875
Wrong 3.10546875
Wrong 5.37109375
Correct 2.919921875
Correct 4.48046875
Correct 4.734375
Wrong 3.0859375
Correct 3.33203125
Correct 4.87109375
Correct 3.865234375
Correct 3.203125
Wrong 6.3203125
Correct 5.0625
Wrong 4.421875
Wrong 2.94140625
Wrong 4.5234375
Correct 3.119140625
Wrong 3.310546875
Correct 3.35546875
Wrong 4.84765625
Wrong 2.84765625
Correct 5.41015625
Wrong 4.33203125
Wrong 3.17578125
Wrong 5.6484375
Wrong 3.0546875
Wrong 3.564453125
Wrong 3.712890625
Correct 3.6328125
Wrong 3.171875
Correct 4.24609375
Wrong 4.5390625
Correct 4.3515625
Correct 4.90234375
Wrong 3.96875
Correct 5.19140625
Unparseable 0
Wrong 3.763671875
Wrong 3.1484375
Correct 4.01171875
Correct 3.509765625
Correct 3.912109375
Correct 2.974609375
Wrong 4.390625
Wrong 4.24609375
Wrong 4.4296875
Wrong 5.08203125
Wrong 5.234375
Correct 3.3046875
Correct 4.421875
Wrong 4.3203125
Wrong 4.17578125
Correct 2.904296875
Wrong 2.451171875
Correct 4.58984375
Wrong 5.4140625
Correct 4.92578125
Wrong 5.15234375
Wrong 4.0234375
Correct 4.83984375
Wrong 5.07421875
Correct 4.1640625
Correct 3.4375
Correct 3.66796875
Wrong 3.046875
Correct 3.51171875
Wrong 4.203125
Abstained 3.177734375
Correct 3.744140625
Wrong 4.07421875
Wrong 4.12890625
Wrong 3.677734375
Wrong 3.5546875
Wrong 3.134765625
Correct 4.03515625
Correct 5.69140625
Abstained 3.6015625
Correct 5.23828125
Correct 5.48828125
Correct 5.0859375
Correct 3.724609375
Wrong 3.220703125
Correct 1.8759765625
Wrong 4.37890625
Correct 3.017578125
Unparseable 0
Wrong 3.623046875
Correct 2.98828125
Correct 4.04296875
Wrong 3.826171875
Correct 3.65625
Correct 4.390625
Abstained 3.412109375
Correct 4.1328125
Correct 4.89453125
Correct 4.28125
Correct 3.65625
Correct 3.291015625
Wrong 4.06640625
Wrong 4.4140625
Wrong 5.12109375
Wrong 4.6796875
Correct 5.18359375
Correct 4.02734375
Wrong 3.59765625
Wrong 3.361328125
Correct 3.865234375
Wrong 4.28515625
Wrong 5.515625
Wrong 2.908203125
Wrong 2.59765625
Correct 3.66796875
Correct 3.4765625
Correct 4.42578125
Correct 3.076171875
Wrong 4.36328125
Correct 3.900390625
Correct 4.83984375
Correct 4.48828125
Correct 1.46875
Correct 3.07421875
Correct 2.560546875
Wrong 5.18359375
Wrong 3.0234375
Abstained 3.45703125
Correct 4.671875
Wrong 2.69921875
Correct 4.50390625
Wrong 3.814453125
Wrong 4.66015625
Correct 4.45703125
Wrong 5.0078125
Wrong 4.609375
Wrong 5.421875
Wrong 4.8359375
Correct 4.7265625
Correct 4.703125
Correct 2.736328125
Correct 4.38671875
Wrong 2.6875
Correct 3.02734375
Wrong 4.6484375
Correct 3.0703125
Wrong 3.341796875
Correct 4.9609375
Correct 3.38671875
Correct 4.19140625
Correct 3.94921875
Correct 6.41796875
Wrong 3.869140625
Wrong 3.490234375
Correct 2.087890625
Correct 3.55859375
Abstained 3.759765625
Wrong 3.021484375
Wrong 4.48046875
Correct 4.0546875
Wrong 4.03125
Correct 3.171875
Wrong 2.5859375
Correct 5.2265625
Correct 3.462890625
Correct 3.08203125
Correct 4.29296875
Correct 2.80078125
Wrong 5.21484375
Wrong 4.13671875
Abstained 2.505859375
Correct 4.4375
Abstained 3.29296875
Correct 4.47265625
Correct 5.11328125
Wrong 2.890625
Correct 4.5078125
Correct 2.54296875
Correct 3.73828125
Wrong 4.16796875
Abstained 4.12109375
Correct 4.5390625
Wrong 4.21875
Abstained 3.8203125
Correct 3.78125
Wrong 2.9921875
Correct 3.7890625
Wrong 4.1953125
Wrong 5.0703125
Wrong 3.03515625
Wrong 3.501953125
Wrong 3.228515625
Correct 3.876953125
Correct 2.73828125
Wrong 5.42578125
Wrong 4.44921875
Wrong 3.05859375
Correct 3.681640625
Wrong 3.646484375
Wrong 3.171875
Correct 3.84375
Wrong 3.30078125
Correct 2.990234375
Correct 4.39453125
Wrong 4.62109375
Wrong 5.00390625
Wrong 4.08984375
Unparseable 0
Wrong 4.14453125
Wrong 3.083984375
Correct 4.37109375
Correct 4.53125
Abstained 3.490234375
Correct 3.642578125
Wrong 4.36328125
Wrong 4.71484375
Correct 5.02734375
Wrong 3.974609375
Correct 2.013671875
Correct 5.55859375
Correct 3.1171875
Correct 3.2734375
Correct 3.77734375
Wrong 3.32421875
Correct 4.91796875
Unparseable 0
Wrong 3.482421875
Wrong 3.9609375
Wrong 3.5078125
Correct 4.43359375
Abstained 2.626953125
Correct 4.90234375
Correct 4.12890625
Wrong 4.58984375
Correct 5.671875
Correct 4.48046875
Correct 4.84765625
Correct 3.87890625
Correct 4.75
Wrong 2.51953125
Correct 2.748046875
Wrong 3.970703125
Correct 4.69140625
Wrong 3.02734375
Correct 4.44140625
Wrong 4.953125
Abstained 3.099609375
Wrong 4.984375
Correct 6.28125
Wrong 4.734375
Wrong 3.35546875
Correct 5.81640625
Wrong 5.1640625
Correct 4.9375
Wrong 4.33984375
Unparseable 0
Correct 3.7890625
Abstained 2.78515625
Wrong 4.875
Correct 3.650390625
Wrong 3.75
Correct 4.24609375
Abstained 1.71484375
