grade confidence_level
Wrong 1.775390625
Correct 1.4677734375
Wrong 2.49609375
Wrong 1.537109375
Wrong 1.4931640625
Correct 1.814453125
Wrong 2.29296875
Wrong 1.6748046875
Abstained 1.0693359375
Wrong 2.017578125
Abstained 2.28125
Wrong 1.8369140625
Wrong 1.619140625
Correct 3.037109375
Wrong 1.5
Wrong 1.1513671875
Wrong 1.5439453125
Wrong 1.349609375
Wrong 1.029296875
Wrong 1.4404296875
Wrong 1.3837890625
Wrong 2.330078125
Correct 1.9169921875
Wrong 2.826171875
Abstained 1.2900390625
Wrong 2.72265625
Wrong 1.61328125
Wrong 1.375
Wrong 2.611328125
Wrong 1.4619140625
Correct 1.9111328125
Wrong 1.9326171875
Wrong 1.46875
Wrong 1.416015625
Wrong 1.607421875
Correct 1.134765625
Wrong 1.625
Correct 1.5439453125
Wrong 2.02734375
Correct 1.84375
Wrong 2.841796875
Wrong 1.4365234375
Wrong 1.7177734375
Wrong 1.4599609375
Abstained 3.015625
Correct 1.8251953125
Wrong 1.6005859375
Wrong 1.021484375
Wrong 1.3193359375
Wrong 2.326171875
Wrong 2.115234375
Correct 1.37890625
Wrong 1.7939453125
Correct 1.5205078125
Wrong 1.228515625
Wrong 1.7451171875
Wrong 1.9501953125
Wrong 1.3466796875
Wrong 1.6748046875
Wrong 1.6220703125
Correct 1.71484375
Wrong 1.3798828125
Wrong 2.013671875
Wrong 1.521484375
Wrong 1.2939453125
Wrong 1.6787109375
Wrong 1.8447265625
Wrong 1.10546875
Correct 1.0546875
Abstained 1.1455078125
Correct 2.037109375
Wrong 1.07421875
Wrong 1.6025390625
Wrong 1.3525390625
Wrong 1.9013671875
Wrong 1.451171875
Wrong 0.69580078125
Correct 1.5712890625
Wrong 1.34765625
Wrong 1.5400390625
Wrong 1.7861328125
Wrong 1.1484375
Wrong 1.1337890625
Wrong 1.685546875
Wrong 2.154296875
Correct 1.1005859375
Wrong 1.80859375
Correct 1.7119140625
Wrong 2.7734375
Wrong 1.3740234375
Wrong 2.15234375
Wrong 1.6005859375
Wrong 2.701171875
Wrong 1.2177734375
Wrong 1.3642578125
Wrong 1.7802734375
Wrong 1.4208984375
Wrong 1.56640625
Correct 1.9677734375
Wrong 1.5107421875
Wrong 1.828125
Wrong 1.734375
Wrong 2.68359375
Wrong 1.978515625
Abstained 1.0078125
Wrong 1.5615234375
Wrong 3.359375
Wrong 1.169921875
Wrong 1.6630859375
Wrong 1.1259765625
Wrong 1.3017578125
Wrong 1.529296875
Wrong 1.41796875
Correct 1.71484375
Wrong 2.203125
Wrong 2.509765625
Wrong 1.525390625
Correct 1.5166015625
Wrong 1.4228515625
Correct 1.1123046875
Wrong 1.40234375
Correct 1.8759765625
Wrong 1.6123046875
Wrong 1.7080078125
Correct 2.9296875
Wrong 1.255859375
Wrong 1.384765625
Correct 1.4228515625
Wrong 1.7080078125
Correct 1.6904296875
Wrong 1.44140625
Correct 1.5458984375
Wrong 1.40625
Correct 1.2978515625
Wrong 0.96240234375
Wrong 1.2880859375
Wrong 1.681640625
Wrong 2.216796875
Correct 1.3193359375
Wrong 2.251953125
Correct 1.9384765625
Wrong 1.578125
Wrong 1.642578125
Wrong 1.8447265625
Wrong 1.3681640625
Wrong 1.8779296875
Correct 1.5888671875
Correct 1.6552734375
Wrong 1.2802734375
Correct 1.583984375
Wrong 1.328125
Correct 1.3623046875
Wrong 1.76171875
Wrong 4.46875
Wrong 1.70703125
Wrong 1.4990234375
Correct 2.65234375
Wrong 1.791015625
Abstained 1.21875
Wrong 1.4150390625
Wrong 1.6337890625
Wrong 1.26171875
Wrong 1.4013671875
Wrong 1.85546875
Correct 2.05859375
Wrong 1.369140625
Abstained 1.8134765625
Wrong 0.900390625
Correct 1.45703125
Wrong 1.2568359375
Wrong 1.8818359375
Wrong 1.140625
Wrong 1.59765625
Correct 1.0693359375
Wrong 1.3681640625
Wrong 2.033203125
Wrong 1.337890625
Wrong 1.568359375
Wrong 2.650390625
Abstained 1.4619140625
Wrong 1.9453125
Abstained 1.4736328125
Correct 1.7626953125
Wrong 0.90478515625
Correct 1.8603515625
Wrong 1.578125
Wrong 1.70703125
Correct 1.9921875
Wrong 1.619140625
Correct 1.7255859375
Correct 1.7216796875
Wrong 1.7490234375
Wrong 1.8876953125
Wrong 1.0537109375
Correct 1.1494140625
Wrong 1.8798828125
Wrong 1.9892578125
Wrong 0.95068359375
Correct 1.7626953125
Correct 1.5556640625
Wrong 0.888671875
Wrong 1.5810546875
Wrong 1.828125
Wrong 1.4912109375
Wrong 2.646484375
Correct 1.6923828125
Wrong 2.513671875
Wrong 1.4833984375
Wrong 1.54296875
Wrong 1.255859375
Correct 1.2080078125
Wrong 1.7705078125
Correct 1.3251953125
Wrong 1.046875
Correct 2.201171875
Correct 1.240234375
Wrong 1.54296875
Wrong 2.03125
Wrong 2.14453125
Wrong 1.177734375
Correct 1.607421875
Wrong 2.37890625
Wrong 1.4638671875
Wrong 1.369140625
Wrong 1.443359375
Wrong 1.109375
Wrong 1.666015625
Abstained 1.349609375
Wrong 1.177734375
Correct 1.33984375
Wrong 1.8984375
Wrong 1.66796875
Wrong 1.8486328125
Wrong 2.0390625
Wrong 1.9970703125
Wrong 1.6279296875
Wrong 2.98046875
Wrong 1.705078125
Wrong 2.759765625
Wrong 1.9384765625
Correct 1.9072265625
Correct 2.77734375
Wrong 1.568359375
Correct 1.7431640625
Correct 1.98828125
Wrong 1.4033203125
Wrong 1.478515625
Correct 1.75390625
Correct 3.123046875
Wrong 0.94580078125
Wrong 1.421875
Wrong 2.169921875
Wrong 2.01171875
Correct 1.7021484375
Wrong 1.240234375
Wrong 1.765625
Wrong 1.4140625
Correct 1.4052734375
Wrong 1.9521484375
Abstained 1.2412109375
Correct 1.52734375
Wrong 1.392578125
Wrong 2.21875
Wrong 1.625
Wrong 2.47265625
Wrong 0.9765625
Correct 1.7900390625
Wrong 1.7998046875
Wrong 1.7158203125
Correct 1.39453125
Wrong 2.73828125
Wrong 2.177734375
Wrong 1.763671875
Wrong 1.41015625
Wrong 1.1943359375
Correct 1.6376953125
Wrong 1.3984375
Wrong 2.068359375
Wrong 1.37109375
Wrong 1.46484375
Wrong 2.0703125
Wrong 2.650390625
Wrong 2.353515625
Correct 1.931640625
Correct 1.7255859375
Abstained 1.5732421875
Wrong 1.1748046875
Wrong 2.328125
Wrong 2.021484375
Wrong 1.5498046875
Wrong 1.0341796875
Wrong 2.583984375
Wrong 1.4619140625
Wrong 1.5146484375
Wrong 1.568359375
Correct 1.15234375
Wrong 1.6474609375
Wrong 1.7470703125
Correct 2.03125
Wrong 1.7431640625
Unparseable 0
Wrong 1.5830078125
Wrong 1.8125
Wrong 1.630859375
Wrong 2.65625
Abstained 1.337890625
Wrong 0.82080078125
Wrong 1.900390625
Wrong 1.294921875
Wrong 1.48828125
Wrong 2.08984375
Correct 1.74609375
Wrong 1.6044921875
Correct 1.9521484375
Correct 1.646484375
Wrong 1.3056640625
Wrong 1.5615234375
Correct 2.212890625
Wrong 2.91796875
Correct 1.6318359375
Correct 2.6328125
Wrong 1.943359375
Wrong 2.310546875
Wrong 1.5263671875
Wrong 2.271484375
Wrong 2.20703125
Wrong 1.2890625
Correct 1.5146484375
Correct 1.7587890625
Abstained 2.296875
Wrong 1.890625
Wrong 1.619140625
Wrong 1.4931640625
Wrong 1.5400390625
Wrong 0.923828125
Correct 2.865234375
Correct 1.9443359375
Wrong 1.7158203125
Correct 1.5078125
Wrong 1.5009765625
Wrong 1.83203125
Wrong 1.73828125
Wrong 1.2802734375
Wrong 2.130859375
