grade confidence_level
Wrong 19.453125
Correct 26.921875
Wrong 20.390625
Wrong 20.203125
Wrong 21.4375
Wrong 25.390625
Wrong 24.96875
Wrong 24.3125
Wrong 24.34375
Wrong 20.46875
Wrong 25.6875
Wrong 20.0625
Wrong 25.1875
Wrong 19.84375
Correct 20.796875
Correct 20.15625
Wrong 24.609375
Wrong 22.046875
Correct 23.375
Wrong 21.25
Wrong 21.328125
Wrong 19.78125
Wrong 25.734375
Wrong 25.59375
Wrong 22.359375
Wrong 23.359375
Unparseable 0
Wrong 20.890625
Wrong 20.296875
Correct 27.453125
Correct 19.03125
Wrong 21.375
Wrong 22.71875
Wrong 23.421875
Correct 20.328125
Wrong 23.25
Wrong 22.265625
Wrong 19.515625
Wrong 24.859375
Correct 23.984375
Wrong 24.578125
Correct 25.328125
Correct 23.34375
Wrong 25.203125
Wrong 24.28125
Wrong 20.328125
Wrong 18.34375
Wrong 23.8125
Wrong 23.40625
Unparseable 0
Correct 22.421875
Wrong 22.265625
Wrong 21.640625
Wrong 20.8125
Wrong 23.484375
Wrong 22.296875
Wrong 20.625
Wrong 22.0625
Wrong 21.59375
Wrong 26.140625
Wrong 24.734375
Wrong 22.109375
Wrong 24.578125
Wrong 20.140625
Wrong 21.4375
Wrong 20.890625
Wrong 22.75
Wrong 26.65625
Wrong 19.203125
Wrong 21.8125
Wrong 20.59375
Wrong 22.875
Wrong 25.015625
Correct 23.15625
Correct 22.1875
Wrong 25.171875
Unparseable 0
Wrong 23.96875
Wrong 26.953125
Wrong 24.828125
Correct 19.3125
Correct 20.609375
Wrong 21.453125
Correct 20.1875
Wrong 22.75
Wrong 22.09375
Wrong 23.890625
Wrong 22.515625
Wrong 24.0625
Wrong 22.109375
Wrong 26.21875
Wrong 20.40625
Correct 22.75
Wrong 22.140625
Correct 25.515625
Wrong 21.625
Wrong 23.640625
Unparseable 0
Wrong 23.015625
Wrong 23.34375
